skill_path,grade,score
plugins/examples/jeremy-plugin-tool/skills/plugin-creator,A,100
plugins/examples/jeremy-plugin-tool/skills/plugin-validator,A,99
plugins/examples/jeremy-plugin-tool/skills/version-bumper,A,97
plugins/examples/pi-pathfinder/skills/skill-adapter,A,96
plugins/examples/security-agent/skills/performing-security-code-review,A,100
plugins/mcp/dolt-mcp-vcs/skills/dolt-mcp-vcs,A,98
plugins/mcp/governed-second-brain/skills/brain,A,90
plugins/mcp/governed-second-brain/skills/brain-save,B,89
plugins/mcp/pr-to-spec/.claude/skills/pr-to-spec,A,94
plugins/mcp/servicegraph/skills/find-ai-consultancy,C,77
plugins/mcp/servicegraph/skills/find-ai-directories,B,81
plugins/mcp/servicegraph/skills/find-cpa-firm,C,78
plugins/mcp/servicegraph/skills/find-cybersecurity-firm,C,76
plugins/mcp/servicegraph/skills/find-design-agency,C,77
plugins/mcp/servicegraph/skills/find-engineering-firm,C,76
plugins/mcp/servicegraph/skills/find-law-firm,C,75
plugins/mcp/servicegraph/skills/find-management-consultant,C,79
plugins/mcp/servicegraph/skills/find-marketing-agency,C,79
plugins/mcp/servicegraph/skills/find-mcp-directories,B,80
plugins/mcp/servicegraph/skills/find-pr-agency,C,77
plugins/mcp/servicegraph/skills/find-product-directories,C,75
plugins/mcp/servicegraph/skills/find-recruiting-firm,C,78
plugins/mcp/servicegraph/skills/find-seo-agency,C,78
plugins/mcp/servicegraph/skills/find-service-providers,C,75
plugins/mcp/servicegraph/skills/find-software-developer,C,78
plugins/mcp/servicegraph/skills/find-web-developer,B,80
plugins/mcp/servicegraph/skills/servicegraph,C,79
plugins/mcp/slack-channel/skills/access,B,88
plugins/mcp/slack-channel/skills/configure,A,93
plugins/mcp/slack-channel/skills/install,B,89
plugins/mcp/slack-channel/skills/policy,A,90
plugins/mcp/x-bug-triage/skills/bug-clustering,B,83
plugins/mcp/x-bug-triage/skills/owner-routing,B,87
plugins/mcp/x-bug-triage/skills/repo-scanning,A,91
plugins/mcp/x-bug-triage/skills/triage-display,B,82
plugins/mcp/x-bug-triage/skills/x-bug-triage,A,96
plugins/packages/ai-ml-engineering-pack/skills/optimizing-prompts,A,95
plugins/packages/devops-automation-pack/skills/generating-conventional-commits,A,96
plugins/packages/security-pro-pack/skills/performing-security-audits,A,96
plugins/performance/alerting-rule-creator/skills/creating-alerting-rules,A,98
plugins/performance/apm-dashboard-creator/skills/creating-apm-dashboards,A,94
plugins/performance/application-profiler/skills/profiling-application-performance,A,93
plugins/performance/bottleneck-detector/skills/detecting-performance-bottlenecks,A,96
plugins/performance/cache-performance-optimizer/skills/optimizing-cache-performance,A,95
plugins/performance/capacity-planning-analyzer/skills/analyzing-capacity-planning,A,95
plugins/performance/cpu-usage-monitor/skills/monitoring-cpu-usage,A,94
plugins/performance/distributed-tracing-setup/skills/setting-up-distributed-tracing,A,97
plugins/performance/error-rate-monitor/skills/monitoring-error-rates,A,98
plugins/performance/infrastructure-metrics-collector/skills/collecting-infrastructure-metrics,A,97
plugins/performance/load-test-runner/skills/running-load-tests,A,98
plugins/performance/log-analysis-tool/skills/analyzing-logs,A,97
plugins/performance/memory-leak-detector/skills/detecting-memory-leaks,A,98
plugins/performance/metrics-aggregator/skills/aggregating-performance-metrics,A,97
plugins/performance/network-latency-analyzer/skills/analyzing-network-latency,A,96
plugins/performance/performance-budget-validator/skills/validating-performance-budgets,A,99
plugins/performance/performance-optimization-advisor/skills/providing-performance-optimization-advice,A,94
plugins/performance/performance-regression-detector/skills/detecting-performance-regressions,A,96
plugins/performance/real-user-monitoring/skills/implementing-real-user-monitoring,A,96
plugins/performance/resource-usage-tracker/skills/tracking-resource-usage,A,95
plugins/performance/response-time-tracker/skills/tracking-application-response-times,A,97
plugins/performance/sla-sli-tracker/skills/tracking-service-reliability,A,97
plugins/performance/synthetic-monitoring-setup/skills/setting-up-synthetic-monitoring,A,98
plugins/performance/throughput-analyzer/skills/analyzing-system-throughput,A,94
plugins/productivity/000-jeremy-content-consistency-validator/skills/validate-consistency,A,90
plugins/productivity/002-jeremy-yaml-master-agent/skills/yaml-master,A,94
plugins/productivity/003-jeremy-vertex-ai-media-master/skills/vertex-ai-media-master,A,100
plugins/productivity/004-jeremy-google-cloud-agent-sdk/skills/google-cloud-agent-sdk-master,A,100
plugins/productivity/agent-context-manager/skills/agent-context-loader,A,98
plugins/productivity/box-cloud-filesystem/skills/box-cloud-filesystem,A,93
plugins/productivity/claude-memory-kit/skills/memory-kit,A,96
plugins/productivity/claude-workflow-skills/skills/audit-plugin,D,65
plugins/productivity/claude-workflow-skills/skills/audit-standards,D,62
plugins/productivity/claude-workflow-skills/skills/improve,D,63
plugins/productivity/claude-workflow-skills/skills/promote,D,64
plugins/productivity/claude-workflow-skills/skills/review-pr,D,67
plugins/productivity/claude-workflow-skills/skills/triage,C,72
plugins/productivity/claudebase/skills/sync-config,D,69
plugins/productivity/claudebase/skills/sync-profiles,D,69
plugins/productivity/claudebase/skills/sync-pull,C,72
plugins/productivity/claudebase/skills/sync-push,C,70
plugins/productivity/claudebase/skills/sync-setup,C,74
plugins/productivity/claudebase/skills/sync-status,D,67
plugins/productivity/cli-power-skills/skills/api-testing,D,67
plugins/productivity/cli-power-skills/skills/ci-automation,D,66
plugins/productivity/cli-power-skills/skills/data-processing,D,67
plugins/productivity/cli-power-skills/skills/python-tooling,D,69
plugins/productivity/cli-power-skills/skills/security-scanning,C,70
plugins/productivity/cli-power-skills/skills/web-crawling,D,65
plugins/productivity/cli-power-skills/skills/web-research,C,70
plugins/productivity/content-multiplier/skills/brand-voice,A,100
plugins/productivity/content-multiplier/skills/channel-formats,A,100
plugins/productivity/content-multiplier/skills/transcreation,A,100
plugins/productivity/intent-labs-pack/skills/audit-tests,A,91
plugins/productivity/intent-labs-pack/skills/validate-skillmd,A,92
plugins/productivity/j-rig/skills/j-rig,B,81
plugins/productivity/navigating-github/skills/navigating-github,A,94
plugins/productivity/neurodivergent-visual-org/skills/neurodivergent-visual-org,A,90
plugins/productivity/obsidian-project-documentation/skills/obsidian-project-documentation,D,67
plugins/productivity/overnight-dev/skills/overnight-development,A,97
plugins/productivity/plane/skills/plane,A,97
plugins/productivity/pm-ai-partner/skills/builder,A,94
plugins/productivity/pm-ai-partner/skills/competitor-analyst,A,94
plugins/productivity/pm-ai-partner/skills/data-analyst,A,96
plugins/productivity/pm-ai-partner/skills/devil-advocate,A,94
plugins/productivity/pm-ai-partner/skills/hypothesis-tester,A,92
plugins/productivity/pm-ai-partner/skills/meeting-prep,A,93
plugins/productivity/pm-ai-partner/skills/product-brief,A,92
plugins/productivity/pm-ai-partner/skills/stakeholder-update,A,95
plugins/productivity/pm-ai-partner/skills/strategic-clarity,A,92
plugins/productivity/pm-ai-partner/skills/technical-analyst,A,95
plugins/productivity/pm-ai-partner/skills/thought-partner,A,98
plugins/productivity/pm-ai-partner/skills/writer,A,96
plugins/productivity/publishing-skills/skills/blog-editorial-calendar,A,95
plugins/productivity/publishing-skills/skills/blog-figure-svg,A,92
plugins/productivity/publishing-skills/skills/blog-topic-research,A,94
plugins/productivity/publishing-skills/skills/seo-blog-writer,A,100
plugins/productivity/schedule-after-usage-reset/skills/schedule-after-usage-reset,B,88
plugins/productivity/skyvern,C,71
plugins/productivity/youtube-strategy/skills/yt-brief,A,90
plugins/productivity/youtube-strategy/skills/yt-ideation,B,88
plugins/productivity/youtube-strategy/skills/yt-outline,A,91
plugins/productivity/youtube-strategy/skills/yt-packaging,B,88
plugins/productivity/youtube-strategy/skills/yt-research,B,89
plugins/saas-packs/abridge-pack/skills/abridge-ci-integration,A,99
plugins/saas-packs/abridge-pack/skills/abridge-common-errors,A,98
plugins/saas-packs/abridge-pack/skills/abridge-core-workflow-a,A,98
plugins/saas-packs/abridge-pack/skills/abridge-core-workflow-b,A,98
plugins/saas-packs/abridge-pack/skills/abridge-cost-tuning,A,99
plugins/saas-packs/abridge-pack/skills/abridge-debug-bundle,A,98
plugins/saas-packs/abridge-pack/skills/abridge-deploy-integration,A,97
plugins/saas-packs/abridge-pack/skills/abridge-hello-world,A,96
plugins/saas-packs/abridge-pack/skills/abridge-install-auth,A,97
plugins/saas-packs/abridge-pack/skills/abridge-local-dev-loop,A,99
plugins/saas-packs/abridge-pack/skills/abridge-performance-tuning,A,98
plugins/saas-packs/abridge-pack/skills/abridge-prod-checklist,A,96
plugins/saas-packs/abridge-pack/skills/abridge-rate-limits,A,97
plugins/saas-packs/abridge-pack/skills/abridge-reference-architecture,A,96
plugins/saas-packs/abridge-pack/skills/abridge-sdk-patterns,A,98
plugins/saas-packs/abridge-pack/skills/abridge-security-basics,A,98
plugins/saas-packs/abridge-pack/skills/abridge-upgrade-migration,A,97
plugins/saas-packs/abridge-pack/skills/abridge-webhooks-events,A,98
plugins/saas-packs/adobe-pack/skills/adobe-advanced-troubleshooting,A,97
plugins/saas-packs/adobe-pack/skills/adobe-architecture-variants,A,96
plugins/saas-packs/adobe-pack/skills/adobe-ci-integration,A,99
plugins/saas-packs/adobe-pack/skills/adobe-common-errors,A,98
plugins/saas-packs/adobe-pack/skills/adobe-core-workflow-a,A,97
plugins/saas-packs/adobe-pack/skills/adobe-core-workflow-b,A,96
plugins/saas-packs/adobe-pack/skills/adobe-cost-tuning,A,96
plugins/saas-packs/adobe-pack/skills/adobe-data-handling,A,98
plugins/saas-packs/adobe-pack/skills/adobe-debug-bundle,A,97
plugins/saas-packs/adobe-pack/skills/adobe-deploy-integration,A,99
plugins/saas-packs/adobe-pack/skills/adobe-enterprise-rbac,A,96
plugins/saas-packs/adobe-pack/skills/adobe-hello-world,A,97
plugins/saas-packs/adobe-pack/skills/adobe-incident-runbook,A,99
plugins/saas-packs/adobe-pack/skills/adobe-install-auth,A,97
plugins/saas-packs/adobe-pack/skills/adobe-known-pitfalls,A,98
plugins/saas-packs/adobe-pack/skills/adobe-load-scale,A,96
plugins/saas-packs/adobe-pack/skills/adobe-local-dev-loop,A,99
plugins/saas-packs/adobe-pack/skills/adobe-migration-deep-dive,A,96
plugins/saas-packs/adobe-pack/skills/adobe-multi-env-setup,A,98
plugins/saas-packs/adobe-pack/skills/adobe-observability,A,98
plugins/saas-packs/adobe-pack/skills/adobe-performance-tuning,A,98
plugins/saas-packs/adobe-pack/skills/adobe-policy-guardrails,A,99
plugins/saas-packs/adobe-pack/skills/adobe-prod-checklist,A,98
plugins/saas-packs/adobe-pack/skills/adobe-rate-limits,A,98
plugins/saas-packs/adobe-pack/skills/adobe-reference-architecture,A,96
plugins/saas-packs/adobe-pack/skills/adobe-reliability-patterns,A,97
plugins/saas-packs/adobe-pack/skills/adobe-sdk-patterns,A,99
plugins/saas-packs/adobe-pack/skills/adobe-security-basics,A,98
plugins/saas-packs/adobe-pack/skills/adobe-upgrade-migration,A,97
plugins/saas-packs/adobe-pack/skills/adobe-webhooks-events,A,99
plugins/saas-packs/alchemy-pack/skills/alchemy-ci-integration,A,100
plugins/saas-packs/alchemy-pack/skills/alchemy-common-errors,A,98
plugins/saas-packs/alchemy-pack/skills/alchemy-core-workflow-a,A,98
plugins/saas-packs/alchemy-pack/skills/alchemy-core-workflow-b,A,98
plugins/saas-packs/alchemy-pack/skills/alchemy-cost-tuning,A,98
plugins/saas-packs/alchemy-pack/skills/alchemy-debug-bundle,A,100
plugins/saas-packs/alchemy-pack/skills/alchemy-deploy-integration,A,99
plugins/saas-packs/alchemy-pack/skills/alchemy-hello-world,A,100
plugins/saas-packs/alchemy-pack/skills/alchemy-install-auth,A,99
plugins/saas-packs/alchemy-pack/skills/alchemy-local-dev-loop,A,100
plugins/saas-packs/alchemy-pack/skills/alchemy-performance-tuning,A,100
plugins/saas-packs/alchemy-pack/skills/alchemy-prod-checklist,A,100
plugins/saas-packs/alchemy-pack/skills/alchemy-rate-limits,A,99
plugins/saas-packs/alchemy-pack/skills/alchemy-reference-architecture,A,97
plugins/saas-packs/alchemy-pack/skills/alchemy-sdk-patterns,A,99
plugins/saas-packs/alchemy-pack/skills/alchemy-security-basics,A,99
plugins/saas-packs/alchemy-pack/skills/alchemy-upgrade-migration,A,98
plugins/saas-packs/alchemy-pack/skills/alchemy-webhooks-events,A,99
plugins/saas-packs/algolia-pack/skills/algolia-ci-integration,A,100
plugins/saas-packs/algolia-pack/skills/algolia-common-errors,A,100
plugins/saas-packs/algolia-pack/skills/algolia-core-workflow-a,A,100
plugins/saas-packs/algolia-pack/skills/algolia-core-workflow-b,A,99
plugins/saas-packs/algolia-pack/skills/algolia-cost-tuning,A,98
plugins/saas-packs/algolia-pack/skills/algolia-data-handling,A,100
plugins/saas-packs/algolia-pack/skills/algolia-debug-bundle,A,98
plugins/saas-packs/algolia-pack/skills/algolia-deploy-integration,A,100
plugins/saas-packs/algolia-pack/skills/algolia-enterprise-rbac,A,96
plugins/saas-packs/algolia-pack/skills/algolia-hello-world,A,100
plugins/saas-packs/algolia-pack/skills/algolia-incident-runbook,A,99
plugins/saas-packs/algolia-pack/skills/algolia-install-auth,A,100
plugins/saas-packs/algolia-pack/skills/algolia-local-dev-loop,A,100
plugins/saas-packs/algolia-pack/skills/algolia-migration-deep-dive,A,99
plugins/saas-packs/algolia-pack/skills/algolia-multi-env-setup,A,97
plugins/saas-packs/algolia-pack/skills/algolia-observability,A,99
plugins/saas-packs/algolia-pack/skills/algolia-performance-tuning,A,100
plugins/saas-packs/algolia-pack/skills/algolia-prod-checklist,A,100
plugins/saas-packs/algolia-pack/skills/algolia-rate-limits,A,100
plugins/saas-packs/algolia-pack/skills/algolia-reference-architecture,A,99
plugins/saas-packs/algolia-pack/skills/algolia-sdk-patterns,A,99
plugins/saas-packs/algolia-pack/skills/algolia-security-basics,A,98
plugins/saas-packs/algolia-pack/skills/algolia-upgrade-migration,A,100
plugins/saas-packs/algolia-pack/skills/algolia-webhooks-events,A,99
plugins/saas-packs/anima-pack/skills/anima-ci-integration,A,94
plugins/saas-packs/anima-pack/skills/anima-common-errors,A,100
plugins/saas-packs/anima-pack/skills/anima-core-workflow-a,A,90
plugins/saas-packs/anima-pack/skills/anima-core-workflow-b,A,93
plugins/saas-packs/anima-pack/skills/anima-cost-tuning,A,95
plugins/saas-packs/anima-pack/skills/anima-debug-bundle,A,95
plugins/saas-packs/anima-pack/skills/anima-deploy-integration,A,95
plugins/saas-packs/anima-pack/skills/anima-hello-world,A,91
plugins/saas-packs/anima-pack/skills/anima-install-auth,A,94
plugins/saas-packs/anima-pack/skills/anima-local-dev-loop,A,96
plugins/saas-packs/anima-pack/skills/anima-performance-tuning,A,93
plugins/saas-packs/anima-pack/skills/anima-prod-checklist,A,99
plugins/saas-packs/anima-pack/skills/anima-rate-limits,A,96
plugins/saas-packs/anima-pack/skills/anima-reference-architecture,A,98
plugins/saas-packs/anima-pack/skills/anima-sdk-patterns,A,94
plugins/saas-packs/anima-pack/skills/anima-security-basics,A,95
plugins/saas-packs/anima-pack/skills/anima-upgrade-migration,A,93
plugins/saas-packs/anima-pack/skills/anima-webhooks-events,A,92
plugins/saas-packs/anthropic-pack/skills/anth-advanced-troubleshooting,B,88
plugins/saas-packs/anthropic-pack/skills/anth-architecture-variants,A,90
plugins/saas-packs/anthropic-pack/skills/anth-ci-integration,B,89
plugins/saas-packs/anthropic-pack/skills/anth-common-errors,A,93
plugins/saas-packs/anthropic-pack/skills/anth-core-workflow-a,B,83
plugins/saas-packs/anthropic-pack/skills/anth-core-workflow-b,B,83
plugins/saas-packs/anthropic-pack/skills/anth-cost-tuning,A,90
plugins/saas-packs/anthropic-pack/skills/anth-data-handling,A,93
plugins/saas-packs/anthropic-pack/skills/anth-debug-bundle,B,87
plugins/saas-packs/anthropic-pack/skills/anth-deploy-integration,A,90
plugins/saas-packs/anthropic-pack/skills/anth-enterprise-rbac,B,89
plugins/saas-packs/anthropic-pack/skills/anth-hello-world,B,89
plugins/saas-packs/anthropic-pack/skills/anth-incident-runbook,A,94
plugins/saas-packs/anthropic-pack/skills/anth-install-auth,B,87
plugins/saas-packs/anthropic-pack/skills/anth-known-pitfalls,B,87
plugins/saas-packs/anthropic-pack/skills/anth-load-scale,B,88
plugins/saas-packs/anthropic-pack/skills/anth-local-dev-loop,B,84
plugins/saas-packs/anthropic-pack/skills/anth-migration-deep-dive,A,90
plugins/saas-packs/anthropic-pack/skills/anth-multi-env-setup,A,92
plugins/saas-packs/anthropic-pack/skills/anth-observability,B,87
plugins/saas-packs/anthropic-pack/skills/anth-performance-tuning,B,89
plugins/saas-packs/anthropic-pack/skills/anth-policy-guardrails,B,86
